Facility Name,Latitude,Longitude
Pantaloana Centre de Santé Et de Promotion Sociale,12.5686,-0.0553
Partiaga Centre de Santé Et de Promotion Sociale,11.9244,1.6259
Piela Centre de Santé Et de Promotion Sociale,12.7120,-0.1340
Pognoa-Sankoado Centre de Santé Et de Promotion Sociale,11.0262,0.5803
Saatenga Centre de Santé Et de Promotion Sociale,11.8917,-0.0009
Sambalgou Centre de Santé Et de Promotion Sociale,12.5468,1.7116
Samou Centre de Santé Et de Promotion Sociale,13.0095,0.1408
Sampieri Centre de Santé Et de Promotion Sociale,12.4448,1.3434
Secteur 1 Community Dispensaire,12.0581,0.3611
Soula Centre de Santé Et de Promotion Sociale,13.4041,-0.2241
Tambaga Centre de Santé Et de Promotion Sociale,11.7919,1.7388
Tambaraga Centre de Santé Et de Promotion Sociale,11.4453,1.2160
Tambiga Centre de Santé Et de Promotion Sociale,11.8579,0.4453
Tangaye Centre de Santé Et de Promotion Sociale,12.0740,-0.0066
Tangaye Centre de Santé Et de Promotion Sociale,12.6314,-0.2090
Tankwarou Centre de Santé Et de Promotion Sociale,12.9948,0.9580
Tansarga Centre de Santé Et de Promotion Sociale,11.8840,1.8652
Tanwalbougou Centre de Santé Et de Promotion Sociale,12.3580,0.7791
Tapoa Barrage Centre de Santé Et de Promotion Sociale,12.1218,1.7670
Tapoa Djerma Centre de Santé Et de Promotion Sociale,12.2811,1.9358
Tatiangou Centre de Santé Et de Promotion Sociale,11.9369,1.3893
Thion Centre de Santé Et de Promotion Sociale,13.0648,-0.3150
Tiassieri Centre de Santé Et de Promotion Sociale,12.2544,0.7504
Tibga Centre de Santé Et de Promotion Sociale,12.1686,0.0592
Tindangou-Nadiagou Centre de Santé Et de Promotion Sociale,11.1753,0.8349
Tobou Centre de Santé Et de Promotion Sociale,12.6065,0.0928
Urbain de Fada Centre de Santé Et de Promotion Sociale,12.0640,0.3579
Waalin Centre de Santé Et de Promotion Sociale,12.9513,0.1457
Yamba Centre de Santé Et de Promotion Sociale,12.7097,-0.1311
Yirini Centre de Santé Et de Promotion Sociale,11.7179,1.6115
Zonatenga Centre de Santé Et de Promotion Sociale,11.9433,0.0679
Accart Ville Centre de Santé Et de Promotion Sociale,11.1883,-4.3110
Amitie Dispensaire,11.1789,-4.3281
Bah Centre de Santé Et de Promotion Sociale,11.2763,-3.9864
Balla Centre de Santé Et de Promotion Sociale,11.4958,-4.0819
Bama Centre de Santé Et de Promotion Sociale,11.3716,-4.3928
Banflagoue Centre de Santé Et de Promotion Sociale,11.1284,-4.7365
Bangasso Centre de Santé Et de Promotion Sociale,11.9548,-4.8297
Banwaly Centre de Santé Et de Promotion Sociale,11.7624,-4.1942
Banzon Centre de Santé Et de Promotion Sociale,11.3163,-4.7991
Bare Centre de Santé Et de Promotion Sociale,11.0874,-4.1093
Bassé Centre de Santé Et de Promotion Sociale,11.6362,-3.8931
Békuy Centre de Santé Et de Promotion Sociale,11.6333,-3.8833
Béréba Centre de Santé Et de Promotion Sociale,11.6226,-3.6881
Bleni Centre de Santé Et de Promotion Sociale,11.5656,-5.0528
Bohokari Centre de Santé Et de Promotion Sociale,11.3906,-3.8497
Bolomakote Centre de Santé Et de Promotion Sociale,11.1609,-4.2903
Boni Centre de Santé Et de Promotion Sociale,11.5501,-3.3950
Bossora Centre de Santé Et de Promotion Sociale,11.7093,-4.0911
Bouahoun Centre de Santé Et de Promotion Sociale,11.4845,-3.7677
Bouboura Centre de Santé Et de Promotion Sociale,11.9793,-4.4480
Bouende Centre de Santé Et de Promotion Sociale,11.1800,-4.6153
Bouéré Centre de Santé Et de Promotion Sociale,11.4966,-3.6865
Caes Dispensaire,11.1934,-4.2980
Central Centre de Santé Et de Promotion Sociale,10.9807,-4.9225
Colma Centre de Santé Et de Promotion Sociale,11.2150,-4.2971
Colsama Centre de Santé Et de Promotion Sociale,11.1785,-4.3188
Dafra Centre Médical Avec Antenne Chirurgicale,11.1979,-4.2533
Dakwena Dispensaire,11.1794,-4.2926
Dan Centre de Santé Et de Promotion Sociale,10.9312,-3.7756
Dandé Centre de Santé Et de Promotion Sociale,11.5766,-4.5580
Dandé Centre Médical Avec Antenne Chirurgicale,11.5697,-4.5449
Deguelin Centre de Santé Et de Promotion Sociale,11.0908,-3.9370
Desso Centre de Santé Et de Promotion Sociale,11.3395,-4.2892
Diarradougou Centre de Santé Et de Promotion Sociale,11.2961,-4.4305
Dieri Centre de Santé Et de Promotion Sociale,10.9914,-5.0093
Diosso Centre de Santé Et de Promotion Sociale,10.7776,-3.8947
Djigouera Centre de Santé Et de Promotion Sociale,11.1723,-4.9138
Djonkele Centre de Santé Et de Promotion Sociale,11.7818,-4.7158
Dô Centre Médical Avec Antenne Chirurgicale,11.2011,-4.3190
Dogona Centre de Santé Et de Promotion Sociale,11.1973,-4.2768
Dohoun Centre de Santé Et de Promotion Sociale,11.5501,-3.6029
Dorossiamasso Centre de Santé Et de Promotion Sociale,11.3918,-3.9824
Dougoumato 2 Centre de Santé Et de Promotion Sociale,11.2113,-3.8095
Fadona Centre de Santé Et de Promotion Sociale,11.6881,-4.9091
Fafo Centre de Santé Et de Promotion Sociale,11.3517,-3.0635
Famberla Centre de Santé Et de Promotion Sociale,11.8363,-4.9321
Fara Centre de Santé Et de Promotion Sociale,11.6099,-4.6763
Farakan Centre de Santé Et de Promotion Sociale,11.1866,-4.2954
Faramana Centre de Santé Et de Promotion Sociale,12.0444,-4.6690
Fina Centre de Santé Et de Promotion Sociale,11.5637,-4.0400
Fo Centre de Santé Et de Promotion Sociale,11.8771,-4.5180
Founzan Centre de Santé Et de Promotion Sociale,11.4465,-3.2283
Gnafongon Centre de Santé Et de Promotion Sociale,10.8887,-4.3758
Gombélèdougou Centre de Santé Et de Promotion Sociale,11.1856,-3.5619
Guena Centre de Santé Et de Promotion Sociale,11.0735,-4.7288
Guimbi Centre de Santé Et de Promotion Sociale,11.1731,-4.2809
Hamdallaye Centre de Santé Et de Promotion Sociale,11.1835,-4.2952
Houndé Centre Médical Avec Antenne Chirurgicale,11.4940,-3.5255
Indini Centre de Santé Et de Promotion Sociale,11.4281,-2.9241
Islamique Centre Médical,11.2014,-4.3082
Kangala Centre de Santé Et de Promotion Sociale,10.9644,-5.2344
Karaba Centre de Santé Et de Promotion Sociale,11.5347,-3.5390
Karangasso Sambla Centre de Santé Et de Promotion Sociale,11.2256,-4.6449
Karangasso Vigué Centre de Santé Et de Promotion Sociale,10.8803,-3.9361
Kari Centre de Santé Et de Promotion Sociale,11.3800,-3.6117
Kayan Centre de Santé Et de Promotion Sociale,11.8301,-4.7351
Kiebani Centre de Santé Et de Promotion Sociale,11.9016,-4.4580
Kiéré Centre de Santé Et de Promotion Sociale,11.6645,-3.4819
Kimini Centre de Santé Et de Promotion Sociale,11.8832,-4.2186
Kiri Centre de Santé Et de Promotion Sociale,11.2397,-4.2741
Kofila Centre de Santé Et de Promotion Sociale,11.3340,-3.9139
Kokoro Centre de Santé Et de Promotion Sociale,11.4986,-4.7265
Kokoroba Centre de Santé Et de Promotion Sociale,11.8251,-4.4828
Koloko Centre de Santé Et de Promotion Sociale,11.0804,-5.3116
Kongolikoro Centre de Santé Et de Promotion Sociale,11.5990,-4.9627
Koredeni Centre de Santé Et de Promotion Sociale,11.7374,-4.6444
Kotedougou Centre de Santé Et de Promotion Sociale,11.2001,-4.1304
Koti Centre de Santé Et de Promotion Sociale,11.3947,-3.0576
Kotoura Centre de Santé Et de Promotion Sociale,10.9712,-5.2712
Kouakouale Centre de Santé Et de Promotion Sociale,11.0608,-4.2536
Kouekouesso Centre de Santé Et de Promotion Sociale,11.2342,-4.0436
Kouentou Centre de Santé Et de Promotion Sociale,11.3253,-4.1241
Kouloho Centre de Santé Et de Promotion Sociale,11.4627,-3.1524
Koumbia Centre de Santé Et de Promotion Sociale,11.2334,-3.7014
Koumi Centre de Santé Et de Promotion Sociale,11.1333,-4.4369
Koundougou Centre de Santé Et de Promotion Sociale,11.7255,-4.5144
Kourinion Centre de Santé Et de Promotion Sociale,10.9903,-4.7937
Kourouma Centre de Santé Et de Promotion Sociale,11.6175,-4.7961
Kovio Centre de Santé Et de Promotion Sociale,11.4080,-3.3082
La Macb Centre de Santé Et de Promotion Sociale,11.1654,-4.2934
Lafiabougou Centre de Santé Et de Promotion Sociale,11.1519,-4.3240
Lahirasso Centre de Santé Et de Promotion Sociale,11.8510,-4.0701
Leguema Centre de Santé Et de Promotion Sociale,11.2385,-4.1767
Lena Centre de Santé Et de Promotion Sociale,11.3047,-3.8902
Logofoursso Centre de Santé Et de Promotion Sociale,11.1226,-4.3787
Mahon Centre de Santé Et de Promotion Sociale,11.0487,-5.2293
Mangorotou Centre de Santé Et de Promotion Sociale,11.6627,-4.5479
Maro Centre de Santé Et de Promotion Sociale,11.5341,-3.8043
Matourkou Centre de Santé Et de Promotion Sociale,11.0917,-4.3454
Morolaba Centre de Santé Et de Promotion Sociale,11.8998,-5.0172
Moukouma Centre de Santé Et de Promotion Sociale,11.1850,-4.2617
Nahi Centre de Santé Et de Promotion Sociale,11.2967,-3.2617
Nasso Centre de Santé Et de Promotion Sociale,11.2177,-4.4339
N'Dorola Centre de Santé Et de Promotion Sociale,11.7569,-4.8154
N'Gorguerla Centre de Santé Et de Promotion Sociale,11.9334,-5.1208
N'Gorlani Centre de Santé Et de Promotion Sociale,11.4874,-5.1191
Niamberla Centre de Santé Et de Promotion Sociale,11.8670,-5.1064
Orodara Centre Médical Avec Antenne Chirurgicale,10.9807,-4.9225
Ouezzin Ville Centre de Santé Et de Promotion Sociale,11.1855,-4.2697
Ouolonkoto Centre de Santé Et de Promotion Sociale,11.0971,-5.1523
Padema Centre de Santé Et de Promotion Sociale,11.6453,-4.2623
Panamasso Centre de Santé Et de Promotion Sociale,11.3845,-4.2015
Pê Centre de Santé Et de Promotion Sociale,11.2979,-3.5325
Peni Centre de Santé Et de Promotion Sociale,10.9493,-4.4694
Pindie-Badara Centre de Santé Et de Promotion Sociale,11.0783,-4.6790
Poya Centre de Santé Et de Promotion Sociale,11.0731,-3.7946
Raoul Follereau Dispensaire,11.1721,-4.2825
Sakaby Centre de Santé Et de Promotion Sociale,11.2098,-4.2877
Samandeni Centre de Santé Et de Promotion Sociale,11.4730,-4.4753
Samogohiri Centre de Santé Et de Promotion Sociale,10.9311,-5.1167
Samorogouan Centre de Santé Et de Promotion Sociale,11.3918,-4.9386
Sangoulema Centre de Santé Et de Promotion Sociale,11.3916,-4.4969
Santidougou Centre de Santé Et de Promotion Sociale,11.2866,-4.2178
Sara Centre de Santé Et de Promotion Sociale,11.7207,-3.8385
Sarfalao Centre de Santé Et de Promotion Sociale,11.1600,-4.2696
Satiri Centre de Santé Et de Promotion Sociale,11.4419,-4.0363
Sayaga Centre de Santé Et de Promotion Sociale,10.9824,-5.3207
Sébédougou Centre de Santé Et de Promotion Sociale,11.2677,-3.6121
Secteur 24 Centre de Santé Et de Promotion Sociale,11.1736,-4.2489
Séguéré Centre de Santé Et de Promotion Sociale,11.5255,-4.3964
Serekeni Centre de Santé Et de Promotion Sociale,11.1425,-5.0143
Siankoro Centre de Santé Et de Promotion Sociale,12.0136,-4.5571
Sidi Centre de Santé Et de Promotion Sociale,11.0813,-4.7649
Sifarasso Centre de Santé Et de Promotion Sociale,11.0586,-5.4476
Sikasso Cira Centre de Santé Et de Promotion Sociale,11.1710,-4.3008
Sikorla Centre de Santé Et de Promotion Sociale,11.4052,-4.8029
Siloe Centre Médical,11.2048,-4.3024
Silorola Centre de Santé Et de Promotion Sociale,11.6977,-4.9573
Sindo Centre de Santé Et de Promotion Sociale,11.5446,-5.1874
Sirayiri Soumba Centre Médical,11.1866,-4.3262
Sissa Centre de Santé Et de Promotion Sociale,11.6274,-3.9857
Sogossagasso Centre de Santé Et de Promotion Sociale,11.1904,-4.0364
Sokoroni Centre de Santé Et de Promotion Sociale,11.0470,-5.3788
Sokouraba Centre de Santé Et de Promotion Sociale,10.8439,-5.1680
Soumousso Centre de Santé Et de Promotion Sociale,11.0112,-4.0447
Soungalobougou Centre de Santé Et de Promotion Sociale,11.3950,-4.9270
Soungalodaga Centre de Santé Et de Promotion Sociale,11.3229,-4.5612
Sourkoudougou Centre de Santé Et de Promotion Sociale,11.3308,-4.3393
Souro Sanou Centre Hospitalier Universitaire National,11.1705,-4.3009
St Joseph Centre de Santé Et de Promotion Sociale,11.1582,-4.2534
Tapoko Centre de Santé Et de Promotion Sociale,10.9290,-4.7077
Tiara Centre de Santé Et de Promotion Sociale,11.0982,-4.5905
Tiarako Centre de Santé Et de Promotion Sociale,11.4779,-4.1307
Tigan Centre de Santé Et de Promotion Sociale,11.8868,-4.6737
Tin Centre de Santé Et de Promotion Sociale,11.0862,-4.9496
Toukoro Centre de Santé Et de Promotion Sociale,11.4202,-4.2497
Tounouma Centre de Santé Et de Promotion Sociale,11.1818,-4.2859
Toussiana Centre de Santé Et de Promotion Sociale,10.8244,-4.6267
Urbain Centre de Santé Et de Promotion Sociale,10.9838,-4.9054
Urbain Centre de Santé Et de Promotion Sociale,11.4649,-3.5299
Vallée Du Kou Centre de Santé Et de Promotion Sociale,11.3716,-4.3928
Wakuy Centre de Santé Et de Promotion Sociale,11.6744,-3.6384
Wara Centre de Santé Et de Promotion Sociale,10.9179,-4.0549
Werou Centre de Santé Et de Promotion Sociale,11.7379,-4.0050
Yegueré Centre de Santé Et de Promotion Sociale,10.9701,-4.0977
Yegueresso Centre de Santé Et de Promotion Sociale,11.1596,-4.1678
Zangoma Centre de Santé Et de Promotion Sociale,11.5692,-4.3231
Zitonosso Centre de Santé Et de Promotion Sociale,11.2765,-5.2298
Amne Saaba Centre de Santé Et de Promotion Sociale,13.9680,-2.5410
Aorema Centre de Santé Et de Promotion Sociale,13.6753,-2.3437
Arbollé Centre de Santé Et de Promotion Sociale,12.8495,-2.0326
Bagaré Centre de Santé Et de Promotion Sociale,12.9153,-2.5982
Bangasse Centre de Santé Et de Promotion Sociale,13.1047,-2.5954
Bango Centre de Santé Et de Promotion Sociale,13.6649,-2.5409
Banh Centre de Santé Et de Promotion Sociale,14.0761,-2.4561
Barga Centre de Santé Et de Promotion Sociale,13.7986,-2.2679
Bassi Centre de Santé Et de Promotion Sociale,13.3252,-2.2404
Bèma Centre de Santé Et de Promotion Sociale,13.1101,-2.0342
Bembela Centre de Santé Et de Promotion Sociale,13.5570,-2.4858
Bérenga Centre de Santé Et de Promotion Sociale,13.1064,-2.1237
Bidi Centre de Santé Et de Promotion Sociale,13.9170,-2.4951
Bingo Centre de Santé Et de Promotion Sociale,13.5816,-2.4163
Birgondogo Centre de Santé Et de Promotion Sociale,13.6305,-2.8585
Bissiguin Centre de Santé Et de Promotion Sociale,13.5904,-2.4757
Bogoya Centre de Santé Et de Promotion Sociale,13.6356,-2.4224
Bokin Centre Médical,13.0089,-1.7940
Bouboulou Centre de Santé Et de Promotion Sociale,12.8604,-2.2037
Bouga Centre de Santé Et de Promotion Sociale,13.2414,-1.8663
Bougounam Centre de Santé Et de Promotion Sociale,13.3633,-2.3897
Bougoure Centre de Santé Et de Promotion Sociale,13.4030,-2.2629
Boulkon Centre de Santé Et de Promotion Sociale,12.9318,-1.9649
Boulma Centre de Santé Et de Promotion Sociale,12.9528,-2.1334
Bouna Centre de Santé Et de Promotion Sociale,13.7736,-1.9665
Bouré Centre de Santé Et de Promotion Sociale,12.7251,-2.3259
Bouria Centre de Santé Et de Promotion Sociale,12.8186,-2.1806
Boursouma Centre de Santé Et de Promotion Sociale,13.4995,-2.3651
Boussou Centre de Santé Et de Promotion Sociale,13.0264,-2.5639
Denean Centre de Santé Et de Promotion Sociale,13.6853,-2.8147
Desse Centre de Santé Et de Promotion Sociale,13.9832,-2.4352
Dinguiri Centre de Santé Et de Promotion Sociale,13.7684,-2.3637
Dougouri Centre de Santé Et de Promotion Sociale,13.7122,-2.0576
Douma Centre de Santé Et de Promotion Sociale,13.6067,-2.7571
Dourou Centre de Santé Et de Promotion Sociale,12.9940,-2.0541
Gambo Centre de Santé Et de Promotion Sociale,13.3352,-2.0146
Gomponsom Centre de Santé Et de Promotion Sociale,13.0193,-2.1810
Goubré Centre de Santé Et de Promotion Sociale,13.4263,-2.0470
Goungré Centre de Santé Et de Promotion Sociale,13.1855,-1.9142
Gourcy Centre Médical,13.2063,-2.3523
Goutoula Centre de Santé Et de Promotion Sociale,13.6090,-2.5800
Guipa Centre de Santé Et de Promotion Sociale,12.9925,-1.7211
Guiri-Guiri Centre de Santé Et de Promotion Sociale,13.2447,-2.2057
Hitté Centre de Santé Et de Promotion Sociale,13.7659,-1.8489
Ingané Centre de Santé Et de Promotion Sociale,13.9539,-2.2261
Inou Centre de Santé Et de Promotion Sociale,13.3660,-1.8990
Irim Centre de Santé Et de Promotion Sociale,13.2545,-1.7717
Kaba Dispensaire,12.7229,-2.0584
Kain Centre de Santé Et de Promotion Sociale,14.0429,-2.7626
Kalamtogo Centre de Santé Et de Promotion Sociale,12.8476,-2.5166
Kalo Centre de Santé Et de Promotion Sociale,13.7287,-2.6758
Kalsaka Centre de Santé Et de Promotion Sociale,13.1808,-1.9794
Kao Centre de Santé Et de Promotion Sociale,13.5009,-2.3970
Kapalin Centre de Santé Et de Promotion Sociale,13.5805,-2.4274
Kapon Centre de Santé Et de Promotion Sociale,12.9647,-1.9948
Kasba Centre de Santé Et de Promotion Sociale,13.1774,-2.3722
Keneko Centre de Santé Et de Promotion Sociale,13.2941,-2.2629
Kera Doure Centre de Santé Et de Promotion Sociale,13.3344,-2.1442
Kièblèga Centre de Santé Et de Promotion Sociale,13.3603,-1.9588
Kirsi Centre de Santé Et de Promotion Sociale,13.0411,-1.9302
Konan Centre de Santé Et de Promotion Sociale,12.7721,-2.2425
Kondétang Centre de Santé Et de Promotion Sociale,13.1885,-1.8070
Kononga Centre de Santé Et de Promotion Sociale,13.6108,-2.3179
Kontigue Centre de Santé Et de Promotion Sociale,13.2535,-2.4156
Kossouka Centre de Santé Et de Promotion Sociale,13.3703,-1.8994
Koumbane Centre de Santé Et de Promotion Sociale,13.7080,-2.2256
Koumbri Centre de Santé Et de Promotion Sociale,13.8449,-2.4132
Koundouba Centre de Santé Et de Promotion Sociale,13.1447,-2.3178
Lago Centre de Santé Et de Promotion Sociale,13.3271,-2.4933
Lantaga Centre de Santé Et de Promotion Sociale,12.7687,-2.1852
Latoden Centre de Santé Et de Promotion Sociale,12.9007,-2.4608
Lazaret Centre de Santé Et de Promotion Sociale,13.5678,-2.4018
Leba Centre de Santé Et de Promotion Sociale,13.3860,-2.3469
Loungo Centre de Santé Et de Promotion Sociale,12.8795,-2.4223
Lycee de L'Amitie Dispensaire,13.5662,-2.4546
Mako Centre de Santé Et de Promotion Sociale,13.1076,-2.2851
Mene Centre de Santé Et de Promotion Sociale,13.8585,-2.3227
Minima Doure Centre de Santé Et de Promotion Sociale,13.2556,-2.2933
Minissia Centre de Santé Et de Promotion Sociale,12.7982,-2.4174
Mogombouli Centre de Santé Et de Promotion Sociale,13.5537,-2.1679
Moundian Centre de Santé Et de Promotion Sociale,13.1273,-2.4630
Naaba Tigre Centre de Santé Et de Promotion Sociale,13.5850,-2.4211
Namassa Centre de Santé Et de Promotion Sociale,12.9184,-2.0791
Namissigma Centre de Santé Et de Promotion Sociale,13.6071,-2.2179
Namssiguia Centre de Santé Et de Promotion Sociale,13.5891,-2.5661
Niché Centre de Santé Et de Promotion Sociale,13.7667,-2.0667
Niessega Centre de Santé Et de Promotion Sociale,13.1103,-2.3490
